,id,smiles,value_type,value,units
580,CHEMBL523727,CN(c1ccc2c(c1)nc(Cc1ccc3c(c1)CCO3)n2CC1CCCCC1)S(=O)(=O)c1ccccc1,Ki,1.2,nM
586,CHEMBL220304,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc(F)c1,Ki,9.1,nM
587,CHEMBL220180,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1C,Ki,4.0,nM
601,CHEMBL420173,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)c1ccc(C(=O)OC)cc1-2,Ki,3.8,nM
605,CHEMBL118028,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C3(c4ccccc4)SCCS3)cc1OC2(C)C,Ki,17.6,nM
620,CHEMBL472165,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccccn2)cc1,EC50,25.0,nM
621,CHEMBL471129,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC2CCCC2)cc1,EC50,0.7,nM
626,CHEMBL3639461,CCCCn1/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCC(C)(C)O)sc2ncccc21,Ki,15.0,nM
635,CHEMBL3092899,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n([C@@H]3CCOC3)c2n1,EC50,8.8,nM
636,CHEMBL1223592,CCCCC1=NN(C(=O)NC(C)(C)c2ccccc2)CC1c1ccsc1,Ki,62.0,nM
637,CHEMBL1223647,CCCCCC1=NN(C(=O)NC2CCCCCC2)CC1c1ccccc1,Ki,19.8,nM
639,CHEMBL3092887,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3C3CC3)n(C3CCOCC3)c2n1,EC50,21.3,nM
644,CHEMBL1760931,O=C(c1cccc(F)c1C(F)(F)F)c1nc(CN2CCOCC2)c2ccccn12,IC50,0.7,nM
646,CHEMBL57840,CCCCCCC(C)(C)c1cc(O)c([C@@H]2C=C(C)C3C[C@H]2C3(C)C)c(O)c1,Ki,41.2,nM
647,CHEMBL1760937,CC(C)(C)CNC(=O)c1nc(C2CC2)n2ccccc12,IC50,21.0,nM
648,CHEMBL1760930,O=C(c1cccc(Cl)c1Cl)c1nc(CN2CCOCC2)c2ccccn12,IC50,5.0,nM
656,CHEMBL477993,Fc1ccc(-c2noc(CCCNc3cnc4ccccc4c3)n2)c(Cl)c1,EC50,11.0,nM
658,CHEMBL467896,O=C(NC1CCCCCC1)c1cc2cccnc2n(Cc2ccc(F)cc2)c1=O,Ki,0.7,nM
661,CHEMBL4563152,CCCCCCC(C)(C)c1cc(OC)c2c(c1)OC(C)(C)c1cn(C)nc1-2,Ki,66.4,nM
678,CHEMBL123916,CC1=C(CCN2CCOCC2)c2ccccc2/C1=C/c1cccc2ccccc12,Ki,2.05,nM
682,CHEMBL4635444,CCCCCc1cc(OC)cc(OCCCCCCCCCCC(=O)NCC(F)(F)F)c1,Ki,22.9,nM
685,CHEMBL218202,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1OC,Ki,20.0,nM
686,CHEMBL375802,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1CCCC,Ki,69.0,nM
688,CHEMBL80360,CCC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,Ki,24.0,nM
697,CHEMBL411626,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,Ki,0.49,nM
699,CHEMBL4474071,CCCCCn1cc(C(=O)N[C@H](C(=O)OC)C(C)(C)C)c2cccnc21,EC50,4.3,nM
700,CHEMBL4578071,O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CCCCCO)c2ncccc12,EC50,48.98,nM
709,CHEMBL73206,Cc1c(CN2CCOCC2)c2ccccc2n1C(=O)c1cccc2ccccc12,Ki,8.5,nM
715,CHEMBL269851,COc1ccc2c(C(=O)C3C(C)(C)C3(C)C)cn(CC3CCOCC3)c2c1,Ki,0.5129,nM
718,CHEMBL1836186,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3c(CC4CCOCC4)c4c(cc23)OCO4)C1(C)C,Ki,1.023,nM
734,CHEMBL3650140,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1O/N=C(\N)c1cccnc1,Ki,87.0,nM
735,CHEMBL234239,CCCCCCC(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(N)c1,Ki,51.0,nM
736,CHEMBL238119,CCCCCCC(C)(C)c1ccc(-c2cccc(C#N)c2)c(O)c1,Ki,45.0,nM
737,CHEMBL1814467,CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2cc(-c3ccco3)ccc21,Ki,15.0,nM
739,CHEMBL1773877,Cc1ccc(-c2nc(C(=O)N3CCN(c4cc(C(=O)O)c5ccccc5c4)CC3)ncc2-c2ccc3c(c2)OCCO3)c(F)c1,EC50,61.0,nM
741,CHEMBL250809,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(CC1CC1)C2,EC50,0.5,nM
745,CHEMBL272868,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3cc4c(cc23)OCO4)C1(C)C,Ki,1.023,nM
746,CHEMBL1760934,O=C(Nc1cccc(C(F)(F)F)n1)c1nc(CN2CCS(=O)(=O)CC2)c2ccccn12,IC50,44.0,nM
756,CHEMBL1765278,O=C(c1cccc2[nH]ncc12)N1CCC(O)(c2ccccc2)[C@@H]2CCCC[C@@H]21,IC50,1.6,nM
761,CHEMBL453472,CCCCCCN1C(=O)/C(=N\NC(=O)OC(C)(C)C)c2ccccc21,Ki,13.9,nM
763,CHEMBL1765261,O=C(c1ccc2[nH]ccc2c1)N1CC[C@@](O)(c2ccccc2)[C@@H]2CCCC[C@@H]21,IC50,1.4,nM
764,CHEMBL1765264,O=C(c1ccon1)N1CC[C@@](O)(c2ccccc2)[C@@H]2CCCC[C@@H]21,IC50,11.0,nM
771,CHEMBL381492,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(-c3cccc4ccccc34)cc1OC2(C)C,Ki,9.39,nM
776,CHEMBL325389,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)C3CCCCC3)cc1OC2(C)C,Ki,0.65,nM
778,CHEMBL252859,Cc1ccc(C(=O)NC2CCCCC2)cc1S(=O)(=O)N1CCCCC1,EC50,14.0,nM
779,CHEMBL252044,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1)N1CC[C@@H]2CCCC[C@H]2C1,EC50,3.0,nM
780,CHEMBL1800694,FC(F)(F)c1cnc(N2CCCN(c3nc(-c4ccccc4)ns3)CC2)c(Cl)c1,EC50,30.0,nM
783,CHEMBL253058,Cc1ccc(C(=O)N[C@H](C)C2CCCCC2)cc1S(=O)(=O)N1CCCCC1,EC50,18.0,nM
785,CHEMBL2316274,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cnn(C)c21,Ki,11.6,nM
786,CHEMBL2316299,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2c(C)nn(C)c21,Ki,9.51,nM
797,CHEMBL127919,CCCC(C)(C)c1ccc2c(c1)OC(C)(C)c1ccc(CO)cc1-2,Ki,67.0,nM
802,CHEMBL1762283,CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)CC3CCCC3)CC2)cc1,EC50,60.0,nM
803,CHEMBL1762290,CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)c3ccc(C(F)(F)F)cc3)CC2)cc1,EC50,2.7,nM
809,CHEMBL3686306,CN1C(=O)CC[C@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,Ki,62.0,nM
810,CHEMBL458142,CCOc1ccc(Cc2nc3cc(N(C)C(=O)N4CCCCC4)ccc3n2CC2CC2)cc1,Ki,4.0,nM
811,CHEMBL496370,CCCCCN1C(=O)/C(=N\NC(=O)C(C)(C)C)c2ccc(OC)cc21,EC50,10.0,nM
812,CHEMBL3686290,CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCc2cnccn2)s1,Ki,5.0,nM
815,CHEMBL3582024,CCOC(=O)C(CC)(CC)NC(=O)c1ccc(C2CCCC2)c(OCC2CC2)n1,EC50,2.9,nM
818,CHEMBL73711,COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1cccc(Cl)c1Cl,Ki,3.9,nM
820,CHEMBL522719,COc1ccc(OC)c(N(CC(=O)NCc2ccncc2)S(=O)(=O)c2ccc(C)cc2)c1,Ki,1.35,nM
821,CHEMBL452039,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OCC(F)(F)F)cc1)n2CCC(C)C,Ki,57.0,nM
826,CHEMBL519575,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccs3)cc1OC2(C)C,Ki,0.27,nM
827,CHEMBL512531,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(F)c3)cc1OC2(C)C,Ki,0.9,nM
828,CHEMBL3092890,COc1ccc(-c2nc3c(N4CCN(C)CC4)nc(C)nc3n2C2CCOCC2)c(C)c1,EC50,82.4,nM
835,CHEMBL471295,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(C)c3)cc1OC2(C)C,Ki,1.13,nM
836,CHEMBL4782654,Cc1c(-c2ccccc2)cc(C(=O)NC2CCCCCC2)c(=O)n1Cc1ccc(F)cc1,EC50,17.0,nM
853,CHEMBL2348280,CCCCn1c(C)c(C)cc(NC(=O)c2cccc3ccccc23)c1=O,Ki,12.0,nM
860,CHEMBL3422784,CC1CCC(NC(=O)c2cc3ccccc3n(Cc3ccc(F)cc3)c2=O)CC1,Ki,0.75,nM
862,CHEMBL394006,C=C(C)C1CCC(C)=C[C@H]1c1c(O)cc(C2(CCCCCC)CC2(Br)Br)cc1O,Ki,63.3,nM
864,CHEMBL495881,Cc1noc([C@@H](NC(=O)n2c(=O)n(CCN3CCOCC3)c3ccccc32)C(C)(C)C)n1,Ki,15.0,nM
869,CHEMBL3686326,CC(=O)NOc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,Ki,1.2,nM
870,CHEMBL3686305,COCCn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OCc1cnccn1,Ki,45.0,nM
871,CHEMBL178372,CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c12,Ki,35.9,nM
879,CHEMBL4249729,CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N/OCCOc3ccccc3)cc1OC2(C)C,Ki,6.2,nM
887,CHEMBL381313,CCCCCOc1c(OC)ccc2cc(NC(=O)Cc3ccc4c(c3)OCO4)c(O)nc12,IC50,19.95,nM
889,CHEMBL426923,CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)NC1CC1,Ki,30.0,nM
890,CHEMBL475093,Cc1ccc(-c2nc(C(C)(C)C)cs2)cc1S(=O)(=O)N1CCOCC1,Ki,5.7,nM
893,CHEMBL508362,Cc1ccc(-c2noc(C(C)(C)C)n2)cc1S(=O)(=O)N1CCOCC1,EC50,77.0,nM
895,CHEMBL473063,Cc1ccc(C(=O)N[C@H]2C(C)(C)[C@@H]3CC[C@@]2(C)C3)cc1S(=O)(=O)N1CCOCC1,EC50,25.0,nM
896,CHEMBL258242,Cc1ccc(C(=O)NC(C(C)(C)C)C(C)(C)C)cc1S(=O)(=O)N1CCOCC1,EC50,21.0,nM
899,CHEMBL219243,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc(C)c1,Ki,39.0,nM
903,CHEMBL497811,CCCn1cc(C(=O)c2ccc(C)c3ccccc23)c2ccccc21,Ki,6.095,nM
905,CHEMBL1215994,C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccco3)ccc21,Ki,59.0,nM
915,CHEMBL187559,CCCCCn1c(C)c(C(=O)Cc2ccccc2Br)c2ccccc21,Ki,29.0,nM
932,CHEMBL3353883,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(C#N)cc2)on1,EC50,34.0,nM
956,CHEMBL500655,CCn1c2ccccc2c2cc(NC(=O)CCc3nc(C4CCOCC4)no3)ccc21,EC50,42.0,nM
960,CHEMBL561349,CCCn1cc(C(=O)c2ccc(OC)c3ccccc23)c2ccccc21,Ki,31.99,nM
961,CHEMBL361032,CCCCCn1c(C)c(C(=O)Cc2ccccc2Cl)c2ccccc21,Ki,25.0,nM
963,CHEMBL3780550,CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)cc2cc(C(C)C)ccc21,Kieq,0.26,nM
965,CHEMBL3647300,CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(Br)ccc1OC[C@@H]1CCCN1C,Ki,27.0,nM
966,CHEMBL562895,CCCCCn1c(C)c(C(=O)c2cccc3cc(OC)ccc23)c2ccccc21,Ki,10.99,nM
967,CHEMBL565194,CCCc1ccc(C(=O)c2c(C)n(CCC)c3ccccc23)c2ccccc12,Ki,11.99,nM
968,CHEMBL1223778,CCCCCN1N=C(C(=O)N[C@H]2C[C@H]3CC[C@]2(C)C3(C)C)CC1c1ccccc1,Ki,20.1,nM
970,CHEMBL513298,CCCCn1c(=O)c(C(=O)NC2CCCCC2)cc2cccnc21,Ki,70.0,nM
971,CHEMBL411244,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3cc(-c4ccccc4)ccc23)C1(C)C,Ki,0.4074,nM
973,CHEMBL270125,COc1cc2c(cc1O)c(C(=O)C1C(C)(C)C1(C)C)cn2CC1CCOCC1,Ki,0.7,nM
983,CHEMBL4544885,O=C(NC12CC3CC(CC(C3)C1)C2)c1nc2ccccc2n1CCN1CCOCC1,IC50,36.0,nM
993,CHEMBL233139,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1cccc2c1CCCN2C,Ki,1.1,nM
995,CHEMBL3647331,CCCCn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OCC(C)(C)O,Ki,0.82,nM
998,CHEMBL1081610,CCCCOc1c(O[11CH3])ccc2cc(C(=O)NC3CCCCC3)c(=O)[nH]c12,Ki,9.6,nM
999,CHEMBL220413,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(OC)cc1,Ki,41.0,nM
1006,CHEMBL4545068,CCCc1cc(C(=O)OC)c(NC(=O)C23CC4CC(CC(C4)C2)C3)s1,Ki,7.21,nM
1007,CHEMBL4472381,COC(=O)c1cc(C)sc1NC(=O)C12CC3CC(CC(C3)C1)C2,Ki,23.09,nM
1016,CHEMBL598463,Cc1nc(C(=O)NCc2ccccc2C(F)(F)F)c(C)n1-c1ccccc1,Ki,3.5,nM
1026,CHEMBL568340,Cc1c[nH]c2c(Nc3cccc(C(F)(F)F)c3)ncc(C(=O)N3CCOCC3)c12,EC50,15.0,nM
1046,CHEMBL512583,CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCc1ccc(F)cc1,EC50,100.0,nM
1059,CHEMBL602105,CCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCCCC2)c1,Ki,2.7,nM
1061,CHEMBL216857,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1F,Ki,3.3,nM
1063,CHEMBL381791,Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,Ki,13.18,nM
1066,CHEMBL596579,O=S(=O)(c1ccccc1F)c1cc(Cl)ccc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,Ki,1.7,nM
1067,CHEMBL596133,CS(=O)(=O)NC1CC12CCN(S(=O)(=O)c1cc(Cl)ccc1S(=O)(=O)c1ccccc1F)CC2,Ki,1.1,nM
1068,CHEMBL592895,O=S(=O)(c1ccccn1)c1ccccc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,Ki,11.0,nM
1069,CHEMBL592896,O=S(=O)(c1ccccn1)c1ccc(Cl)cc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,Ki,1.6,nM
1073,CHEMBL252878,Cc1ccc(C(=O)N2CCC3CCCCC3C2)cc1S(=O)(=O)N1CCCCCC1,EC50,2.0,nM
1087,CHEMBL2326299,CCN(CC)c1ccc(CN(c2ccc(C)cc2)S(=O)(=O)c2cccc(C)c2)cc1,Ki,5.8,nM
1091,CHEMBL2381674,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3ccco3)cc12,Ki,4.92,nM
1092,CHEMBL2381671,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3c(Cl)cccc3Cl)cc12,Ki,98.0,nM
1093,CHEMBL2381804,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(C)cc12,Ki,12.7,nM
1097,CHEMBL594055,Clc1cccc(-c2cnc(N3CCOCC3)cn2)c1Cl,EC50,39.81,nM
1099,CHEMBL594529,C[C@@H]1CC[C@H](C)N1c1ccc(-c2cccc(Cl)c2Cl)nn1,EC50,1.259,nM
1102,CHEMBL593582,C[C@@H]1CC[C@H](C)N1c1ccc(-c2cccc3cccnc23)nn1,EC50,79.43,nM
1109,CHEMBL453844,CCOc1ccc(Cc2nc3cc(C(=O)N4CCCCC4)ccc3n2CC2CC2)cc1,Ki,6.9,nM
1117,CHEMBL595460,C[C@H]1CN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC[C@@H]1CNS(=O)(=O)C(F)(F)F,Ki,7.0,nM
1127,CHEMBL3901140,CC(C)(C)c1nc2ccccc2n1C(=O)c1cccc2ccccc12,Ki,80.0,nM
1134,CHEMBL947,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,Ki,17.6,nM
1142,CHEMBL74662,CC1=CCC2C(C1)c1c(O)cc(CCCCC(F)(F)F)cc1OC2(C)C,Log Ki,30.19951720402016,nM
1149,CHEMBL234897,CCCCCCC(C)(C)c1ccc(-c2ccccc2N)c(O)c1,Ki,17.0,nM
1152,CHEMBL237010,CCCCCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)c2ccc(Cl)cc21,Ki,26.1,nM
1161,CHEMBL454096,CCNC(=O)c1ccc2c(c1)nc(Cc1ccc(OCC)cc1)n2CC1CC1,Ki,63.0,nM
1162,CHEMBL451779,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(F)(F)F)cc1)n2CCC(C)C,Ki,25.0,nM
1163,CHEMBL471558,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@@H]2CCCO2)cc1,Ki,15.0,nM
1164,CHEMBL472157,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC2CC2)cc1,Ki,4.1,nM
1170,CHEMBL487464,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(Br)c3)cc1OC2(C)C,Ki,0.54,nM
1172,CHEMBL252279,Cc1ccc(C(=O)N2CCC3CCCCC3C2)cc1S(=O)(=O)N1CCCC1,EC50,4.0,nM
1173,CHEMBL4763456,CC(C)(O)COc1ccc(C(F)(F)F)cc1-c1nnc2c(C(C)(C)C)nn(C[C@H]3CCCO3)c2n1,EC50,19.0,nM
1176,CHEMBL250026,C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2,Ki,23.3,nM
1177,CHEMBL250427,CCCCCc1cc(O)c2c(c1)CC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,EC50,13.5,nM
1178,CHEMBL404211,CC1CCN(C(=O)c2ccc3c(c2)c2c(n3S(=O)(=O)C3CC3)CN(C3CCCC3)C2)CC1,Ki,9.4,nM
1179,CHEMBL1223716,CCCCC1=NN(C(=O)NC(C)(C)c2ccccc2)C(C)(C)C1c1ccccc1,Ki,11.9,nM
1184,CHEMBL2326289,CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c2ccc(C)cc2)cc1,Ki,37.0,nM
1185,CHEMBL478203,Fc1ccc(-c2noc(C3CCN(c4cnc5ccccc5c4)CC3)n2)c(Cl)c1,EC50,17.0,nM
1189,CHEMBL246952,O=C(N1CCCc2ccccc21)C12CC3CC(CC(C3)C1)C2,EC50,55.0,nM
1194,CHEMBL385653,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(C)cc1,Ki,18.0,nM
1197,CHEMBL391858,CCCCCCC(C)(C)c1cccc(OCC/C=C\C/C=C\CCCC(=O)N[C@H](C)CO)c1,Ki,21.48,nM
1201,CHEMBL371040,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2C(C)(O)c2ccccc2F)cc1,Ki,77.0,nM
1214,CHEMBL2163940,CCCC1COc2ccc(C)c3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,Ki,10.4,nM
1215,CHEMBL2163939,CCCC1COc2ccc(C)c3c(=O)c(C(=O)NC4CCCCC4)cn1c23,Ki,38.0,nM
1217,CHEMBL1223648,CCCCCC1=NN(C(=O)NC2CCCCCCC2)CC1c1ccccc1,Ki,26.6,nM
1219,CHEMBL2170551,CCCCCn1cc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c(=O)cc1C(C)(C)C,Ki,10.2,nM
1245,CHEMBL604704,O=S(=O)(c1ccccc1F)c1cc(Cl)ccc1S(=O)(=O)N1C[C@@H]2[C@H](C1)[C@H]2NS(=O)(=O)C(F)(F)F,Ki,1.5,nM
1246,CHEMBL595481,CCCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,Ki,5.4,nM
1272,CHEMBL4644130,CCCCCc1cc(OC)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,Ki,10.3,nM
1273,CHEMBL4644505,CCCCCc1cc(OC)cc(OCCCCCCCC(=O)NCCO)c1,Ki,41.9,nM
1277,CHEMBL467475,O=C(NC1CCCCCC1)c1cc2cccnc2n(CCN2CCOCC2)c1=O,Ki,3.0,nM
1278,CHEMBL511253,O=C(NC1CCCCCC1)c1cc2cccnc2n(Cc2ccccc2)c1=O,Ki,22.0,nM
1279,CHEMBL475100,Cc1ccc(-c2nnn(CC3CCCCC3)n2)cc1S(=O)(=O)N1CCOCC1,EC50,78.0,nM
1282,CHEMBL551219,CC(C)(C)Cc1nc2c(n1CC1CC1)CCN(S(=O)(=O)Cc1ccccc1)C2,EC50,13.4,nM
1283,CHEMBL561410,CC(C)(C)c1nc2c(n1CC1CC1)CCN(S(=O)(=O)c1cccnc1)C2,EC50,14.2,nM
1290,CHEMBL517388,Cc1c(C(=O)c2ccccc2)c(N)c(-c2ccccc2)n1Cc1ccc(Cl)cc1,IC50,41.0,nM
1291,CHEMBL2381777,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3ccoc3)cc12,Ki,10.1,nM
1292,CHEMBL2381810,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(C(C)(C)C)cc12,Ki,12.3,nM
1300,CHEMBL2346979,COC(=O)c1ccc2c(/C=C3/C(=O)C4CCN3CC4)cn(Cc3ccccc3)c2c1,Ki,2.5,nM
1305,CHEMBL1224688,CCCCCC1=NN(C(=O)NCC2CCCCC2)CC1c1ccccc1,Ki,53.0,nM
1313,CHEMBL1668396,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3c(COc4ccccc4)cccc23)C1(C)C,Ki,3.0,nM
1318,CHEMBL466623,O=C(NC1CCCCC1)c1cc2cccnc2n(CCN2CCOCC2)c1=O,Ki,7.9,nM
1328,CHEMBL1254015,Cc1s/c(=N\C(=O)C2C(C)(C)C2(C)C)n(CCO[11CH3])c1C,Ki,0.7,nM
1332,CHEMBL1287847,O=C(c1cn2c3c(cccc13)OC[C@H]2C1CCCCC1)N1CCN2CCCC[C@H]2C1,Ki,0.3981,nM
1334,CHEMBL4779775,CC1(C)Oc2cc(C34CC5CC(CC(C#N)(C5)O3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,Ki,31.7,nM
1336,CHEMBL4781952,Cc1c(Cl)cc(C(=O)NC2CCCCCC2)c(=O)n1Cc1ccc(F)cc1,EC50,3.3,nM
1344,CHEMBL245449,COc1ccccc1/N=C1\SCC(C)(C)CN1C(=S)SC,Ki,18.0,nM
1346,CHEMBL395159,CCCc1ccccc1/N=C1\SCC(C)(C)CN1C(=S)SC,Ki,57.0,nM
1349,CHEMBL122972,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO,EC50,17.0,nM
1354,CHEMBL228404,CCCCCc1cc(O)cc(OCCCCCCCCCCCC(=O)NCCO)c1,Ki,39.0,nM
1362,CHEMBL1822940,CCCOc1c(OC)ccc2cc(C(=O)NCCc3ccc(F)cc3)c(=O)[nH]c12,Ki,0.021,nM
1365,CHEMBL406399,COCc1ccc2c(c1)c(C(=O)C1C(C)(C)C1(C)C)cn2CC1CCOCC1,Ki,25.7,nM
1366,CHEMBL262865,CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)C1(C)C,Ki,4.365,nM
1367,CHEMBL411937,CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3cc(OCc4ccccc4)ccc23)C1(C)C,Ki,2.951,nM
1369,CHEMBL1836189,N#C/C(=C\c1cn(CCN2CCOCC2)c2ccccc12)S(=O)(=O)c1ccccc1,Ki,10.2,nM
1372,CHEMBL1800653,CN(C)CCn1c(CC(C)(C)C)nc2cc(S(=O)(=O)CC(C)(C)O)ccc21,EC50,12.0,nM
1375,CHEMBL1760938,O=C(N[C@H](c1ccccn1)C(F)(F)F)c1nc(N2CCOCC2)n2ccccc12,IC50,21.0,nM
1399,CHEMBL1765246,O=C(c1cccc2[nH]ccc12)N1CC[C@](O)(c2ccccc2)[C@H]2CCCC[C@H]21,IC50,0.62,nM
1405,CHEMBL489252,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCC(=O)NC2CC2)c1,Ki,20.0,nM
1409,CHEMBL411296,Cc1cc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)ccn1,EC50,1.3,nM
1419,CHEMBL4449536,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2cccnc2n1CCN1CCOCC1,IC50,78.0,nM
1423,CHEMBL472121,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2ccco2)cc1,EC50,3.3,nM
1424,CHEMBL511134,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CC23CC4CC(CC(C4)C2)C3)cc1,EC50,1.3,nM
1435,CHEMBL521678,COc1ccc(Nc2ccc(CN3CCO[C@@H](c4ccccc4)C3)cn2)cc1,EC50,65.0,nM
